TICKET_ID,CREATED_DATE,CLOSED_DATE,SERVICE_NAME,DISTRICT
T00477,2024-04-10,2024-04-12,Water,Toronto-East York
T00478,2024-03-01,2024-03-02,Water,Toronto-West
T00479,2023-08-12,2023-08-12,Water,Toronto-East York
T00480,2023-03-25,2023-03-25,Roads,York
T00481,2023-04-25,2023-04-27,Waste,Etobicoke
T00482,2024-06-01,2024-06-03,Waste,Toronto-West
T00483,2024-03-28,2024-03-31,Waste,Scarborough
T00484,2024-05-15,2024-05-18,Animal Services,Etobicoke
T00485,2024-06-09,2024-06-12,Roads,Etobicoke
T00486,2024-04-18,2024-04-19,Waste,North York
T00487,2023-01-04,2023-01-05,Water,Etobicoke
T00488,2023-02-16,2023-02-16,Tree Maintenance,Scarborough
T00489,2023-03-12,2023-03-15,Parking Enforcement,Etobicoke
T00490,2023-10-21,2023-10-21,Water,York
T00491,2024-03-06,2024-03-09,Roads,Toronto-West
T00492,2024-04-04,2024-04-08,Roads,Toronto-East York
T00493,2023-05-17,2023-05-17,Water,North York
T00494,2023-07-02,2023-07-05,Waste,York
T00495,2023-01-04,2023-01-06,Water,York
T00496,2024-04-19,2024-04-20,Tree Maintenance,Toronto-West
T00497,2023-09-11,2023-09-11,Roads,Scarborough
T00498,2023-07-13,2023-07-17,Waste,Toronto-West
T00499,2024-03-05,2024-03-06,Tree Maintenance,York
T00500,2023-01-17,2023-01-19,Tree Maintenance,North York
T00501,2023-02-19,2023-02-21,Waste,Scarborough
T00502,2024-03-25,2024-03-27,Parking Enforcement,Scarborough
T00503,2024-05-30,2024-06-02,Parking Enforcement,Scarborough
T00504,2023-11-23,2023-11-23,Animal Services,Scarborough
T00505,2023-05-27,2023-05-28,Parking Enforcement,Etobicoke
T00506,2024-02-28,2024-03-01,Parking Enforcement,Toronto-West
T00507,2023-06-29,2023-07-01,Water,North York
T00508,2024-05-22,2024-05-25,Water,North York
T00509,2024-06-21,2024-06-23,Roads,North York
T00510,2023-06-02,2023-06-04,Tree Maintenance,Scarborough
T00511,2023-08-19,2023-08-22,Roads,Toronto-East York
T00512,2024-04-19,2024-04-22,Parking Enforcement,Etobicoke
T00513,2023-05-18,2023-05-19,Roads,North York
T00514,2023-12-05,2023-12-05,Animal Services,Scarborough
T00515,2023-07-15,2023-07-15,Waste,North York
T00516,2023-02-10,2023-02-12,Water,Toronto-East York
T00517,2023-08-11,2023-08-12,Roads,Toronto-West
T00518,2023-12-07,2023-12-08,Waste,Scarborough
T00519,2023-05-01,2023-05-05,Water,Toronto-East York
T00520,2023-09-06,2023-09-07,Roads,Scarborough
T00521,2023-11-26,2023-11-26,Animal Services,North York
T00522,2024-01-03,2024-01-04,Parking Enforcement,Etobicoke
T00523,2024-04-25,2024-04-28,Water,North York
T00524,2023-07-28,2023-07-29,Tree Maintenance,Scarborough
T00525,2023-05-30,2023-06-02,Waste,Etobicoke
T00526,2024-03-03,2024-03-05,Waste,Etobicoke
T00527,2023-09-09,2023-09-12,Roads,Toronto-East York
T00528,2023-12-12,2023-12-14,Parking Enforcement,Toronto-East York
T00529,2024-05-17,2024-05-21,Roads,Toronto-East York
T00530,2023-12-27,2023-12-30,Roads,York
T00531,2023-03-02,2023-03-06,Tree Maintenance,Toronto-West
T00532,2023-03-18,2023-03-22,Water,North York
T00533,2023-08-25,2023-08-26,Waste,Scarborough
T00534,2023-08-12,2023-08-13,Tree Maintenance,Toronto-East York
T00535,2024-05-09,2024-05-11,Water,Scarborough
T00536,2024-06-28,2024-06-30,Tree Maintenance,North York
T00537,2023-10-21,2023-10-23,Waste,Toronto-West
T00538,2024-03-16,2024-03-19,Waste,Scarborough
T00539,2023-06-02,2023-06-02,Waste,Toronto-East York
T00540,2023-09-16,2023-09-18,Roads,North York
T00541,2024-02-20,2024-02-21,Roads,Scarborough
T00542,2023-08-20,2023-08-21,Waste,York
T00543,2023-02-02,2023-02-06,Waste,North York
T00544,2024-05-02,2024-05-04,Waste,Etobicoke
T00545,2024-03-20,2024-03-22,Water,North York
T00546,2023-04-08,2023-04-12,Waste,York
T00547,2024-05-01,2024-05-01,Waste,York
T00548,2023-10-15,2023-10-18,Waste,York
T00549,2023-11-19,2023-11-20,Waste,Scarborough
T00550,2023-05-28,2023-05-30,Roads,Scarborough
T00551,2023-06-16,2023-06-16,Tree Maintenance,Etobicoke
T00552,2024-02-03,2024-02-04,Roads,Toronto-East York
T00553,2023-03-22,2023-03-22,Tree Maintenance,York
T00554,2023-02-24,2023-02-27,Waste,Toronto-East York
T00555,2024-02-11,2024-02-13,Parking Enforcement,North York
T00556,2023-10-07,2023-10-09,Waste,Etobicoke
T00557,2024-01-20,2024-01-20,Roads,Toronto-East York
T00558,2024-01-25,2024-01-28,Animal Services,Toronto-East York
T00559,2023-03-26,2023-03-29,Waste,North York
T00560,2023-06-07,2023-06-09,Waste,Scarborough
T00561,2023-11-12,2023-11-13,Roads,Toronto-East York
T00562,2023-04-15,2023-04-17,Roads,Etobicoke
T00563,2024-02-22,2024-02-24,Waste,Scarborough
T00564,2023-04-06,2023-04-06,Parking Enforcement,Scarborough
T00565,2024-02-28,2024-02-28,Roads,Scarborough
T00566,2023-09-06,2023-09-07,Roads,Scarborough
T00567,2023-11-05,2023-11-06,Waste,Scarborough
T00568,2023-06-21,2023-06-22,Roads,Scarborough
T00569,2023-09-15,2023-09-17,Parking Enforcement,Toronto-East York
T00570,2024-05-22,2024-05-23,Waste,North York
T00571,2024-02-10,2024-02-11,Roads,Toronto-East York
T00572,2023-12-04,2023-12-05,Animal Services,Toronto-East York
T00573,2023-05-20,2023-05-22,Roads,Toronto-East York
T00574,2023-07-25,2023-07-26,Roads,North York
T00575,2024-05-17,2024-05-19,Parking Enforcement,Toronto-West
T00576,2023-11-30,2023-11-30,Roads,Scarborough
T00577,2023-07-24,2023-07-27,Tree Maintenance,Etobicoke
T00578,2023-01-28,2023-01-31,Water,North York
T00579,2023-10-26,2023-10-27,Animal Services,Scarborough
T00580,2024-02-23,2024-02-24,Roads,North York
T00581,2023-06-07,2023-06-08,Water,Toronto-West
T00582,2023-03-17,2023-03-17,Tree Maintenance,Etobicoke
T00583,2024-03-04,2024-03-06,Tree Maintenance,Toronto-West
T00584,2024-01-04,2024-01-05,Tree Maintenance,York
T00585,2023-04-22,2023-04-22,Water,Toronto-East York
T00586,2023-12-30,2024-01-02,Tree Maintenance,Toronto-East York
T00587,2024-02-14,2024-02-17,Parking Enforcement,North York
T00588,2024-03-16,2024-03-18,Waste,Toronto-East York
T00589,2023-08-15,2023-08-17,Roads,North York
T00590,2024-05-27,2024-05-31,Roads,North York
T00591,2023-03-29,2023-04-03,Waste,York
T00592,2023-05-26,2023-05-27,Animal Services,Etobicoke
T00593,2023-12-23,2023-12-26,Roads,North York
T00594,2024-04-08,2024-04-09,Animal Services,Scarborough
T00595,2023-12-18,2023-12-21,Water,Toronto-East York
T00596,2023-06-18,2023-06-22,Tree Maintenance,Etobicoke
T00597,2023-12-05,2023-12-06,Tree Maintenance,York
T00598,2023-08-26,2023-08-28,Waste,Toronto-East York
T00599,2024-02-10,2024-02-10,Waste,Toronto-East York
T00600,2023-07-22,2023-07-22,Waste,Scarborough
T00601,2023-10-13,2023-10-15,Water,Toronto-West
T00602,2023-03-06,2023-03-06,Tree Maintenance,North York
T00603,2023-07-21,2023-07-22,Roads,North York
T00604,2024-05-16,2024-05-16,Tree Maintenance,Toronto-East York
T00605,2023-04-27,2023-04-28,Roads,Toronto-West
T00606,2023-06-26,2023-06-29,Waste,Toronto-East York
T00607,2023-03-28,2023-03-28,Water,North York
T00608,2023-09-02,2023-09-04,Water,Etobicoke
T00609,2024-03-04,2024-03-07,Tree Maintenance,Etobicoke
T00610,2024-03-09,2024-03-12,Water,Toronto-East York
T00611,2023-06-27,2023-06-30,Tree Maintenance,Etobicoke
T00612,2023-05-24,2023-05-27,Tree Maintenance,Toronto-West
T00613,2023-01-10,2023-01-14,Roads,Scarborough
T00614,2024-01-29,2024-02-01,Roads,Toronto-East York
T00615,2024-03-01,2024-03-02,Water,North York
T00616,2023-06-21,2023-06-23,Water,North York
T00617,2023-10-09,2023-10-11,Waste,North York
T00618,2024-04-13,2024-04-13,Roads,Etobicoke
T00619,2023-04-27,2023-04-28,Waste,Etobicoke
T00620,2024-01-11,2024-01-11,Water,North York
T00621,2023-08-12,2023-08-13,Parking Enforcement,Scarborough
T00622,2023-09-11,2023-09-11,Roads,North York
T00623,2023-03-31,2023-04-07,Roads,York
T00624,2023-08-31,2023-09-02,Water,Toronto-West
T00625,2024-03-14,2024-03-18,Waste,Scarborough
T00626,2023-07-31,2023-08-03,Tree Maintenance,Etobicoke
T00627,2023-06-22,2023-06-22,Roads,Toronto-East York
T00628,2023-10-24,2023-10-24,Tree Maintenance,York
T00629,2023-04-08,2023-04-08,Waste,Toronto-East York
T00630,2024-02-26,2024-03-02,Parking Enforcement,Scarborough
T00631,2023-05-16,2023-05-16,Waste,Toronto-East York
T00632,2023-09-11,2023-09-13,Roads,Etobicoke
T00633,2023-10-03,2023-10-03,Water,North York
T00634,2023-03-19,2023-03-19,Waste,Etobicoke
T00635,2023-10-12,2023-10-12,Water,Toronto-West
T00636,2024-04-10,2024-04-13,Waste,Toronto-East York
T00637,2023-04-06,2023-04-07,Water,Etobicoke
T00638,2024-01-02,2024-01-05,Roads,York
T00639,2023-08-05,2023-08-05,Roads,North York
T00640,2023-10-18,2023-10-19,Tree Maintenance,Etobicoke
T00641,2023-12-18,2023-12-21,Parking Enforcement,Toronto-East York
T00642,2023-02-17,2023-02-21,Roads,Scarborough
T00643,2023-06-11,2023-06-14,Roads,Scarborough
T00644,2024-03-14,2024-03-16,Waste,Toronto-East York
T00645,2023-06-12,2023-06-16,Parking Enforcement,Toronto-West
T00646,2023-04-06,2023-04-07,Roads,York
T00647,2023-06-19,2023-06-20,Waste,Toronto-East York
T00648,2023-08-28,2023-08-29,Waste,Scarborough
T00649,2023-03-21,2023-03-23,Waste,Scarborough
T00650,2024-03-31,2024-04-04,Animal Services,York
T00651,2024-03-08,2024-03-10,Water,Etobicoke
T00652,2023-08-23,2023-08-23,Waste,North York
T00653,2023-11-03,2023-11-06,Waste,Toronto-East York
T00654,2023-05-17,2023-05-18,Waste,Etobicoke
T00655,2023-06-18,2023-06-18,Roads,Toronto-East York
T00656,2023-06-05,2023-06-08,Roads,Scarborough
T00657,2023-04-13,2023-04-14,Waste,Scarborough
T00658,2024-01-29,2024-01-30,Animal Services,Scarborough
T00659,2023-03-28,2023-03-31,Waste,Toronto-East York
T00660,2023-10-19,2023-10-21,Animal Services,Toronto-East York
T00661,2023-11-05,2023-11-05,Waste,Toronto-East York
T00662,2023-07-13,2023-07-15,Waste,Toronto-West
T00663,2023-09-03,2023-09-04,Roads,Scarborough
T00664,2024-05-26,2024-05-27,Parking Enforcement,Scarborough
T00665,2024-01-05,2024-01-06,Parking Enforcement,Scarborough
T00666,2024-03-06,2024-03-06,Water,York
T00667,2023-03-16,2023-03-19,Waste,Scarborough
T00668,2023-09-26,2023-09-28,Parking Enforcement,North York
T00669,2023-10-21,2023-10-26,Water,Etobicoke
T00670,2024-03-01,2024-03-02,Water,Etobicoke
T00671,2023-06-06,2023-06-08,Waste,North York
T00672,2024-06-07,2024-06-12,Waste,North York
T00673,2023-03-09,2023-03-09,Roads,North York
T00674,2023-09-02,2023-09-04,Roads,Etobicoke
T00675,2023-02-26,2023-02-28,Roads,Toronto-East York
T00676,2023-06-29,2023-07-02,Water,Scarborough
T00677,2023-12-22,2023-12-25,Tree Maintenance,Toronto-West
T00678,2023-09-23,2023-09-25,Animal Services,North York
T00679,2023-05-01,2023-05-03,Animal Services,Scarborough
T00680,2024-03-15,2024-03-17,Water,Etobicoke
T00681,2023-03-20,2023-03-22,Roads,Etobicoke
T00682,2023-02-26,2023-02-26,Roads,North York
T00683,2023-04-16,2023-04-18,Parking Enforcement,Toronto-East York
T00684,2023-04-29,2023-05-01,Waste,Toronto-West
T00685,2023-09-08,2023-09-11,Waste,North York
T00686,2023-06-03,2023-06-06,Waste,Toronto-West
T00687,2024-03-05,2024-03-10,Waste,Scarborough
T00688,2023-11-24,2023-11-26,Roads,Etobicoke
T00689,2023-02-23,2023-02-25,Waste,Toronto-West
T00690,2023-02-17,2023-02-19,Roads,North York
T00691,2023-11-15,2023-11-17,Roads,Etobicoke
T00692,2023-01-09,2023-01-10,Animal Services,Toronto-East York
T00693,2023-09-06,2023-09-09,Roads,Etobicoke
T00694,2024-05-20,2024-05-24,Water,Etobicoke
T00695,2023-09-09,2023-09-11,Waste,York
T00696,2023-01-25,2023-01-27,Animal Services,Toronto-West
T00697,2023-12-10,2023-12-13,Waste,Toronto-East York
T00698,2023-11-11,2023-11-14,Waste,Etobicoke
T00699,2023-03-03,2023-03-06,Parking Enforcement,Scarborough
T00700,2023-10-14,2023-10-18,Parking Enforcement,Etobicoke
T00701,2024-01-17,2024-01-20,Roads,Toronto-East York
T00702,2023-04-08,2023-04-08,Roads,Etobicoke
T00703,2023-03-05,2023-03-07,Roads,York
T00704,2023-08-31,2023-09-01,Parking Enforcement,North York
T00705,2023-12-01,2023-12-05,Roads,North York
T00706,2023-03-18,2023-03-20,Animal Services,Scarborough
T00707,2023-04-19,2023-04-21,Waste,Etobicoke
T00708,2024-02-21,2024-02-24,Animal Services,Etobicoke
T00709,2024-04-19,2024-04-22,Waste,Scarborough
T00710,2023-06-11,2023-06-13,Water,Toronto-East York
T00711,2023-08-09,2023-08-10,Animal Services,North York
T00712,2023-04-04,2023-04-05,Roads,Scarborough
T00713,2023-11-03,2023-11-03,Waste,York
T00714,2023-02-01,2023-02-05,Tree Maintenance,Etobicoke
T00715,2023-04-07,2023-04-08,Roads,Toronto-West
T00716,2023-05-24,2023-05-26,Animal Services,Scarborough
T00717,2023-07-22,2023-07-24,Animal Services,North York
T00718,2023-03-28,2023-03-29,Animal Services,Scarborough
T00719,2023-03-08,2023-03-09,Waste,Toronto-East York
T00720,2023-05-12,2023-05-16,Animal Services,Scarborough
T00721,2024-04-17,2024-04-20,Waste,York
T00722,2024-03-19,2024-03-21,Waste,Toronto-East York
T00723,2023-06-26,2023-06-27,Roads,York
T00724,2023-10-09,2023-10-10,Waste,Toronto-East York
T00725,2023-09-09,2023-09-13,Water,Etobicoke
T00726,2024-05-05,2024-05-08,Waste,Scarborough
T00727,2024-06-22,2024-06-24,Waste,York
T00728,2023-01-20,2023-01-24,Roads,Etobicoke
T00729,2024-05-11,2024-05-13,Roads,Etobicoke
T00730,2023-11-26,2023-11-27,Roads,Scarborough
T00731,2023-10-15,2023-10-17,Waste,York
T00732,2024-06-26,2024-06-27,Waste,Scarborough
T00733,2023-09-11,2023-09-14,Water,North York
T00734,2023-02-27,2023-03-01,Tree Maintenance,York
T00735,2024-02-02,2024-02-02,Roads,Toronto-West
T00736,2023-06-27,2023-06-30,Animal Services,Toronto-East York
T00737,2023-01-29,2023-02-01,Water,North York
T00738,2023-05-26,2023-05-27,Parking Enforcement,Toronto-West
T00739,2024-05-19,2024-05-20,Tree Maintenance,Scarborough
T00740,2023-02-08,2023-02-11,Waste,Etobicoke
T00741,2023-01-01,2023-01-03,Roads,Toronto-East York
T00742,2023-05-14,2023-05-15,Animal Services,Toronto-West
T00743,2023-03-02,2023-03-04,Waste,Etobicoke
T00744,2023-05-26,2023-05-28,Parking Enforcement,York
T00745,2024-01-18,2024-01-18,Water,Toronto-East York
T00746,2023-04-14,2023-04-15,Parking Enforcement,Toronto-East York
T00747,2024-03-23,2024-03-26,Animal Services,York
T00748,2023-11-21,2023-11-24,Water,York
T00749,2024-01-01,2024-01-06,Waste,Etobicoke
T00750,2023-06-29,2023-06-29,Waste,Scarborough
T00751,2023-01-02,2023-01-05,Parking Enforcement,York
T00752,2024-02-05,2024-02-08,Tree Maintenance,Scarborough
T00753,2023-11-22,2023-11-22,Parking Enforcement,York
T00754,2023-08-15,2023-08-16,Roads,North York
T00755,2023-03-21,2023-03-22,Waste,York
T00756,2023-06-21,2023-06-21,Animal Services,Toronto-East York
T00757,2023-12-10,2023-12-10,Roads,North York
T00758,2023-09-13,2023-09-14,Animal Services,Toronto-East York
T00759,2023-02-19,2023-02-20,Roads,Toronto-East York
T00760,2023-06-20,2023-06-23,Roads,Etobicoke
T00761,2023-04-14,2023-04-15,Animal Services,Toronto-West
T00762,2023-08-19,2023-08-21,Animal Services,North York
T00763,2023-11-23,2023-11-25,Waste,Scarborough
T00764,2023-12-17,2023-12-19,Water,Etobicoke
T00765,2023-04-06,2023-04-09,Roads,York
T00766,2024-05-09,2024-05-10,Water,Toronto-East York
T00767,2024-03-20,2024-03-20,Waste,Scarborough
T00768,2023-07-30,2023-08-02,Tree Maintenance,York
T00769,2023-09-29,2023-10-01,Water,North York
T00770,2023-04-09,2023-04-12,Animal Services,Scarborough
T00771,2024-01-05,2024-01-07,Waste,Scarborough
T00772,2024-05-06,2024-05-08,Waste,North York
T00773,2023-03-25,2023-03-27,Roads,Scarborough
T00774,2024-02-12,2024-02-12,Waste,Toronto-East York
T00775,2024-02-01,2024-02-03,Waste,Toronto-West
T00776,2024-01-14,2024-01-16,Roads,North York
T00777,2023-10-03,2023-10-05,Tree Maintenance,Scarborough
T00778,2023-04-10,2023-04-13,Tree Maintenance,York
T00779,2023-08-21,2023-08-23,Tree Maintenance,Toronto-West
T00780,2024-06-19,2024-06-19,Parking Enforcement,Etobicoke
T00781,2023-08-30,2023-09-02,Roads,Scarborough
T00782,2023-02-05,2023-02-05,Animal Services,Toronto-East York
T00783,2023-05-31,2023-06-02,Waste,Toronto-East York
T00784,2023-06-27,2023-06-30,Waste,Scarborough
T00785,2023-02-13,2023-02-15,Roads,York
T00786,2024-03-21,2024-03-24,Waste,Etobicoke
T00787,2023-11-24,2023-11-28,Parking Enforcement,York
T00788,2023-03-10,2023-03-13,Tree Maintenance,Toronto-West
T00789,2024-06-16,2024-06-19,Roads,Toronto-West
T00790,2024-06-19,2024-06-21,Waste,Etobicoke
T00791,2023-04-13,2023-04-14,Parking Enforcement,Etobicoke
T00792,2023-04-14,2023-04-16,Parking Enforcement,Toronto-West
T00793,2023-09-28,2023-09-28,Roads,Etobicoke
T00794,2024-04-29,2024-05-02,Waste,Toronto-East York
T00795,2024-02-16,2024-02-18,Waste,Toronto-West
T00796,2023-12-06,2023-12-08,Roads,North York
T00797,2024-01-17,2024-01-18,Waste,Toronto-West
T00798,2023-11-07,2023-11-08,Parking Enforcement,Toronto-East York
T00799,2023-08-22,2023-08-26,Waste,York
T00800,2024-03-29,2024-03-31,Water,Toronto-East York
T00801,2023-04-02,2023-04-03,Waste,Scarborough
T00802,2024-02-21,2024-02-23,Parking Enforcement,Toronto-West
T00803,2024-06-11,2024-06-11,Animal Services,Scarborough
T00804,2024-06-02,2024-06-02,Tree Maintenance,Etobicoke
T00805,2023-06-27,2023-06-30,Waste,Toronto-West
T00806,2023-03-01,2023-03-03,Parking Enforcement,Toronto-East York
T00807,2023-10-08,2023-10-11,Roads,Etobicoke
T00808,2024-02-11,2024-02-12,Waste,North York
T00809,2024-04-01,2024-04-02,Waste,Toronto-West
T00810,2023-12-25,2023-12-25,Waste,Toronto-West
T00811,2023-04-03,2023-04-07,Waste,North York
T00812,2023-06-16,2023-06-19,Waste,Scarborough
T00813,2023-08-19,2023-08-19,Water,North York
T00814,2024-02-24,2024-02-24,Parking Enforcement,Toronto-East York
T00815,2024-04-30,2024-05-02,Parking Enforcement,Toronto-East York
T00816,2023-01-09,2023-01-11,Parking Enforcement,Toronto-East York
T00817,2023-10-09,2023-10-13,Roads,North York
T00818,2023-12-24,2023-12-25,Roads,Etobicoke
T00819,2024-02-11,2024-02-13,Tree Maintenance,Scarborough
T00820,2024-01-19,2024-01-19,Waste,Toronto-East York
T00821,2024-05-08,2024-05-09,Waste,York
T00822,2023-11-29,2023-12-01,Water,Toronto-West
T00823,2023-11-02,2023-11-03,Waste,Etobicoke
T00824,2023-09-04,2023-09-08,Animal Services,Toronto-East York
T00825,2023-11-24,2023-11-24,Water,Toronto-East York
T00826,2024-05-24,2024-05-27,Roads,North York
T00827,2023-02-06,2023-02-08,Tree Maintenance,York
T00828,2023-07-14,2023-07-15,Water,Toronto-East York
T00829,2024-05-02,2024-05-06,Parking Enforcement,Toronto-East York
T00830,2024-06-03,2024-06-05,Water,Etobicoke
T00831,2023-10-28,2023-10-31,Waste,Scarborough
T00832,2023-09-22,2023-09-24,Parking Enforcement,York
T00833,2023-12-10,2023-12-10,Water,Scarborough
T00834,2023-08-17,2023-08-19,Animal Services,North York
T00835,2023-09-24,2023-09-25,Tree Maintenance,Etobicoke
T00836,2023-05-01,2023-05-01,Tree Maintenance,York
T00837,2023-03-14,2023-03-16,Roads,Scarborough
T00838,2023-05-03,2023-05-06,Waste,Scarborough
T00839,2023-06-04,2023-06-05,Waste,Scarborough
T00840,2024-02-24,2024-02-29,Parking Enforcement,Scarborough
T00841,2023-07-04,2023-07-06,Animal Services,Etobicoke
T00842,2023-07-01,2023-07-03,Roads,Scarborough
T00843,2023-06-22,2023-06-24,Tree Maintenance,Scarborough
T00844,2023-04-01,2023-04-04,Roads,North York
T00845,2024-05-03,2024-05-06,Roads,Scarborough
T00846,2023-07-24,2023-07-25,Parking Enforcement,Toronto-East York
T00847,2024-06-27,2024-06-27,Waste,Toronto-East York
T00848,2023-09-12,2023-09-14,Roads,Scarborough
T00849,2024-05-30,2024-06-03,Tree Maintenance,Scarborough
T00850,2023-02-16,2023-02-17,Water,Etobicoke
T00851,2023-12-12,2023-12-15,Roads,Toronto-East York
T00852,2023-05-18,2023-05-18,Roads,Scarborough
T00853,2024-02-18,2024-02-22,Waste,Scarborough
T00854,2023-05-15,2023-05-17,Tree Maintenance,Scarborough
T00855,2023-02-08,2023-02-10,Roads,Toronto-East York
T00856,2023-02-19,2023-02-20,Waste,Toronto-West
T00857,2023-02-19,2023-02-21,Water,North York
T00858,2024-01-25,2024-01-28,Water,Scarborough
T00859,2023-01-10,2023-01-12,Roads,Toronto-East York
T00860,2024-06-16,2024-06-18,Waste,Toronto-West
T00861,2023-04-18,2023-04-22,Tree Maintenance,Toronto-East York
T00862,2023-10-17,2023-10-19,Waste,Scarborough
T00863,2023-09-27,2023-09-29,Animal Services,York
T00864,2024-01-02,2024-01-03,Waste,Etobicoke
T00865,2023-08-01,2023-08-02,Water,Etobicoke
T00866,2023-08-29,2023-09-02,Parking Enforcement,Toronto-West
T00867,2024-05-20,2024-05-22,Waste,Scarborough
T00868,2024-06-07,2024-06-11,Parking Enforcement,Toronto-East York
T00869,2024-04-12,2024-04-15,Parking Enforcement,North York
T00870,2024-04-20,2024-04-24,Parking Enforcement,Toronto-West
T00871,2024-01-04,2024-01-07,Animal Services,North York
T00872,2023-04-29,2023-05-03,Waste,Toronto-West
T00873,2023-06-24,2023-06-27,Roads,Toronto-West
T00874,2023-10-02,2023-10-04,Animal Services,Scarborough
T00875,2024-02-15,2024-02-16,Roads,Etobicoke
T00876,2024-01-30,2024-01-31,Roads,Toronto-West
T00877,2023-06-20,2023-06-20,Waste,Toronto-East York
T00878,2023-03-02,2023-03-06,Waste,York
T00879,2024-05-09,2024-05-11,Animal Services,Toronto-East York
T00880,2023-07-05,2023-07-05,Tree Maintenance,Toronto-West
T00881,2023-05-14,2023-05-14,Roads,Etobicoke
T00882,2024-02-26,2024-02-27,Water,Scarborough
T00883,2024-06-21,2024-06-23,Water,Etobicoke
T00884,2023-08-18,2023-08-22,Roads,Etobicoke
T00885,2023-04-08,2023-04-10,Roads,Toronto-East York
T00886,2024-05-08,2024-05-09,Roads,Toronto-West
T00887,2023-02-25,2023-02-28,Waste,York
T00888,2024-06-01,2024-06-04,Parking Enforcement,Scarborough
T00889,2024-05-18,2024-05-18,Roads,North York
T00890,2023-10-12,2023-10-15,Water,North York
T00891,2023-08-29,2023-08-31,Waste,North York
T00892,2024-04-03,2024-04-06,Roads,York
T00893,2023-01-19,2023-01-22,Waste,North York
T00894,2023-01-01,2023-01-04,Parking Enforcement,Toronto-East York
T00895,2024-06-04,2024-06-04,Tree Maintenance,Toronto-East York
T00896,2024-04-12,2024-04-15,Waste,Scarborough
T00897,2024-04-10,2024-04-11,Roads,Toronto-East York
T00898,2024-04-29,2024-05-01,Roads,Scarborough
T00899,2023-08-16,2023-08-17,Waste,North York
T00900,2023-10-26,2023-10-27,Waste,Toronto-West
T00901,2024-05-19,2024-05-20,Waste,Toronto-East York
T00902,2024-02-24,2024-02-27,Waste,York
T00903,2024-02-07,2024-02-10,Waste,Toronto-West
T00904,2023-07-15,2023-07-17,Roads,York
T00905,2023-05-07,2023-05-08,Animal Services,Etobicoke
T00906,2024-05-31,2024-06-03,Tree Maintenance,Scarborough
T00907,2024-03-19,2024-03-22,Animal Services,Etobicoke
T00908,2024-06-04,2024-06-06,Water,Scarborough
T00909,2023-05-12,2023-05-12,Waste,Toronto-East York
T00910,2023-11-26,2023-11-27,Parking Enforcement,York
T00911,2023-09-12,2023-09-14,Waste,York
T00912,2023-10-29,2023-10-30,Roads,Toronto-East York
T00913,2024-06-08,2024-06-10,Waste,Toronto-East York
T00914,2023-11-18,2023-11-19,Water,Scarborough
T00915,2023-10-25,2023-10-25,Water,York
T00916,2023-05-16,2023-05-20,Parking Enforcement,Etobicoke
T00917,2023-11-27,2023-11-29,Water,Toronto-East York
T00918,2024-05-06,2024-05-06,Water,Toronto-East York
T00919,2023-10-20,2023-10-20,Parking Enforcement,North York
T00920,2023-01-14,2023-01-16,Waste,Toronto-East York
T00921,2023-07-24,2023-07-26,Waste,Toronto-West
T00922,2023-10-21,2023-10-23,Waste,Toronto-West
T00923,2023-07-28,2023-07-29,Water,Scarborough
T00924,2024-04-08,2024-04-12,Water,Toronto-West
T00925,2024-02-03,2024-02-06,Waste,Toronto-West
T00926,2023-10-22,2023-10-24,Roads,North York
T00927,2023-11-17,2023-11-18,Parking Enforcement,Scarborough
T00928,2023-09-15,2023-09-18,Parking Enforcement,North York
T00929,2023-08-19,2023-08-23,Parking Enforcement,Toronto-East York
T00930,2024-01-12,2024-01-14,Tree Maintenance,Toronto-East York
T00931,2023-07-18,2023-07-18,Waste,Scarborough
T00932,2023-03-18,2023-03-20,Tree Maintenance,North York
T00933,2024-03-14,2024-03-17,Waste,North York
T00934,2023-06-14,2023-06-15,Roads,Toronto-East York
T00935,2023-06-08,2023-06-09,Waste,York
T00936,2023-02-22,2023-02-24,Animal Services,North York
T00937,2024-01-02,2024-01-02,Waste,Toronto-East York
T00938,2024-06-22,2024-06-24,Waste,Etobicoke
T00939,2024-03-01,2024-03-04,Tree Maintenance,North York
T00940,2023-12-24,2023-12-26,Roads,North York
T00941,2023-08-12,2023-08-15,Parking Enforcement,Toronto-East York
T00942,2024-05-01,2024-05-05,Parking Enforcement,Scarborough
T00943,2023-12-21,2023-12-23,Roads,York
T00944,2023-09-07,2023-09-11,Roads,York
T00945,2023-04-27,2023-04-28,Roads,Etobicoke
T00946,2023-10-17,2023-10-20,Animal Services,Etobicoke
T00947,2024-06-04,2024-06-06,Roads,Scarborough
T00948,2023-07-17,2023-07-19,Waste,York
T00949,2023-01-08,2023-01-10,Water,Scarborough
T00950,2023-08-07,2023-08-10,Waste,Etobicoke
T00951,2024-03-21,2024-03-22,Water,York
T00952,2023-06-07,2023-06-11,Waste,Scarborough
T00953,2023-07-02,2023-07-04,Animal Services,Etobicoke
T00954,2023-08-22,2023-08-25,Roads,North York
T00955,2023-11-20,2023-11-21,Waste,Toronto-East York
T00956,2023-01-07,2023-01-08,Water,Etobicoke
T00957,2023-03-16,2023-03-16,Roads,Etobicoke
T00958,2023-10-24,2023-10-26,Waste,Toronto-East York
T00959,2024-03-24,2024-03-25,Roads,Toronto-West
